Comments,Processed Comments
so alam namn pala na sa UP nag sisimula ang pag recruit ng npa bkt hindi ipasarado ang university,['so alam namn pala na sa UP nag sisimula ang pag recruit ng npa bkt hindi ipasarado ang university']
Buhok pa lang eh alam mo na walang gagawing tama,['Buhok pa lang eh alam mo na walang gagawing tama']
"yan teacher pa nga ang ugat ng manipulation.

ang school ang nagpoproduce ng tao na perfect sample na manipulated o programed ang isipan.","['yan teacher pa nga ang ugat ng manipulation.', 'ang school ang nagpoproduce ng tao na perfect sample na manipulated o programed ang isipan.']"
puro “DDS” nalang wala na bang ibang ma rebutt mga kakampwet?🤣,['puro “DDS” nalang wala na bang ibang ma rebutt mga kakampwet?🤣']
magresearch ka tanga tahol ka ng tahol nagmumukha ka lang tanga eh🤣,['magresearch ka tanga tahol ka ng tahol nagmumukha ka lang tanga eh🤣']
"sy malamang. tuwang tuwa at dapat mauna si mayor.  ok lang ma EJK dahil adik daw.  o diba, DDS lang may ganyang logic .  dahil napatay ng autoridad, automatic, adik, npa, etc.

btw, inday at poon mo sabay pa ata makukulong :D  congrats uuwing abo sa garapon","['sy malamang.', 'tuwang tuwa at dapat mauna si mayor.', 'ok lang ma EJK dahil adik daw.', 'o diba', 'DDS lang may ganyang logic .', 'dahil napatay ng autoridad', 'automatic', 'adik', 'npa', 'etc.', 'btw', 'inday at poon mo sabay pa ata makukulong :D congrats uuwing abo sa garapon']"
osige kwento mo sa santo mo na si St. Kian patron ng mga runner na gaya mo🤣,['osige kwento mo sa santo mo na si St. Kian patron ng mga runner na gaya mo🤣']
tahol ka ng tahol sa fb tanga ka umakyat ka na din don sa bundok inaantay ka na ng mga tropa mong NPA,['tahol ka ng tahol sa fb tanga ka umakyat ka na din don sa bundok inaantay ka na ng mga tropa mong NPA']
"kayong DDS lang naman gumagawa ng sarili nyong kwento.  ang importante doon, ang nag utos na pumatay ng mga adik kuno at may rewards system sa mga nakapatay eh nandun na sa ICC at malamang dun na mamamatay.   sana matagal pa mabuhay para magdusa sya dun. alam naman ng lahat na mahilig sa drama ung tatay nyo, sya na mismo nagsabi, PARA MAKA KUHA NG SIMPATYA :D","['kayong DDS lang naman gumagawa ng sarili nyong kwento.', 'ang importante doon', 'ang nag utos na pumatay ng mga adik kuno at may rewards system sa mga nakapatay eh nandun na sa ICC at malamang dun na mamamatay.', 'sana matagal pa mabuhay para magdusa sya dun.', 'alam naman ng lahat na mahilig sa drama ung tatay nyo', 'sya na mismo nagsabi', 'PARA MAKA KUHA NG SIMPATYA :D']"
"Imbes na mag aral, nasa bundok nakisali sa NPA research... So ganito na pala mga kabataan na ka batch ko? Sumasama sa NPA?","['Imbes na mag aral', 'nasa bundok nakisali sa NPA research...', 'So ganito na pala mga kabataan na ka batch ko?', 'Sumasama sa NPA?']"
kabobohan lang opinion netong nag post😂,['kabobohan lang opinion netong nag post😂']
"Pero yung mga buhong na nag recruit at nag brainwashed sa kanya, buhay na buhay at nakinabang pa. 🤷","['Pero yung mga buhong na nag recruit at nag brainwashed sa kanya', 'buhay na buhay at nakinabang pa. 🤷']"
tanginamo pa ganyan ganyan ka pa ni hindi mo nga alam kung anong pinaglalaban mo🤣,['tanginamo pa ganyan ganyan ka pa ni hindi mo nga alam kung anong pinaglalaban mo🤣']
hayaan mo na yan ang alam lang niyan panoorin eh kabadingan tv,['hayaan mo na yan ang alam lang niyan panoorin eh kabadingan tv']
may pa watchout watchout ka pa! Tanga! Patuloy mo yan para maging corned beef ka din😅,"['may pa watchout watchout ka pa!', 'Tanga!', 'Patuloy mo yan para maging corned beef ka din😅']"
"anong pabigat potngina mooo! Ang laki-laki ng tax ko, ang dami kong tax  binabayaran tas nanakawin lang sa mga ka uri mo?! Pakeo! Hindi lahat ng buhay importante gaya ni Alyssa deserved nya talaga mamatay para mabawasan yung pangit and NPA sa mundo.. tsaka sobrang satisfying yun ah ginawa syang kornbep! Babahahaha sarap","['anong pabigat potngina mooo!', 'Ang laki-laki ng tax ko', 'ang dami kong tax binabayaran tas nanakawin lang sa mga ka uri mo?!', 'Pakeo!', 'Hindi lahat ng buhay importante gaya ni Alyssa deserved nya talaga mamatay para mabawasan yung pangit and NPA sa mundo..', 'tsaka sobrang satisfying yun ah ginawa syang kornbep!', 'Babahahaha sarap']"
Pinaka maganda linisin buong up palitan lahat ng lahar ng faculty at mga nsmumuno dito at pa graduatetin muna yung mga kasalukuyan nag aaral at wag muna tumangap ng estudyante hangat d nakaka graduate lahat para total reset,['Pinaka maganda linisin buong up palitan lahat ng lahar ng faculty at mga nsmumuno dito at pa graduatetin muna yung mga kasalukuyan nag aaral at wag muna tumangap ng estudyante hangat d nakaka graduate lahat para total reset']
Gusto lang sigurong lumikha ng sariling government...communism..Communism was dying pagkabuwag ng Berlin Wall at Red China.,['Gusto lang sigurong lumikha ng sariling government...communism..Communism was dying pagkabuwag ng Berlin Wall at Red China.']
Hangang kwento kana lang,['Hangang kwento kana lang']
Ginagawa niyo naman yan diba? Walang iyakan. Totoo naman na nangyayari yan.,"['Ginagawa niyo naman yan diba?', 'Walang iyakan.', 'Totoo naman na nangyayari yan.']"
hindi ako dds pero deserve niya yan hahahahhaha college ka tapos aakyat sa bundok na may dalang baril ano yan OJT,['hindi ako dds pero deserve niya yan hahahahhaha'.'college ka tapos aakyat sa bundok na may dalang baril ano yan OJT']
buy nyo na po?🤣🤣🤣🤣,['buy nyo na po?🤣🤣🤣🤣']
bka DDS  GOOD BOY AT GOOD GIRLS SILA 😂😂 PLUS HERO PA,['bka DDS GOOD BOY AT GOOD GIRLS SILA 😂😂 PLUS HERO PA']
bading na npa.,['bading na npa.']
makahulugan pa rin daw ang armadong pakikibaka kasi konti na lang sila?,['makahulugan pa rin daw ang armadong pakikibaka kasi konti na lang sila?']
"Sayang na buhay,bakit kac sumasali sa npa😕","['Sayang na buhay', 'bakit kac sumasali sa npa😕']"
"Kahit anong kwentong gawin nyo kahit gawin nyong santo yang mga yan di nyo kami maloloko alam na namin kung pano kayo gumagana, maraming kadre na ang sumuko at umamin di kami mga tanga, -pakisabi dun sa mga npa recruiter na nasa congress ngayon","['Kahit anong kwentong gawin nyo kahit gawin nyong santo yang mga yan di nyo kami maloloko alam na namin kung pano kayo gumagana', 'maraming kadre na ang sumuko at umamin di kami mga tanga', '-pakisabi dun sa mga npa recruiter na nasa congress ngayon']"
"Kung gusto ng pagbabago, dapat mag aral muna mabuti.

Hindi yung namumundok ka na agad, ikaw na din mismo pumili ng kamatayan mo","['Kung gusto ng pagbabago', 'dapat mag aral muna mabuti.', 'Hindi yung namumundok ka na agad', 'ikaw na din mismo pumili ng kamatayan mo']"
"Boss, mga disposable lang naman yan mga recruit na yan, tapos pinapatapon sa gubat gubat. Yung mga tunay na NPA, sa malalaking mansion nakatira. Wala sila pake, kung saan kangkungan kayo pulutin. Tatanga nyo din kasi eh. Bakit papauto sa mga demonyong ayaw sa kaayusan. Meron lagi gulo sa background.","['Boss', 'mga disposable lang naman yan mga recruit na yan', 'tapos pinapatapon sa gubat gubat.', 'Yung mga tunay na NPA', 'sa malalaking mansion nakatira.', 'Wala sila pake', 'kung saan kangkungan kayo pulutin.', 'Tatanga nyo din kasi eh.', 'Bakit papauto sa mga demonyong ayaw sa kaayusan.', 'Meron lagi gulo sa background.']"
UP DILIMAN INFILTRATED NPA NA ANG IBIG SABIHIN TEACHER AT STUDEN KASAMA SA RECRUITER NG NPA,['UP DILIMAN INFILTRATED NPA NA ANG IBIG SABIHIN TEACHER AT STUDEN KASAMA SA RECRUITER NG NPA']
"Sayang lang buhay ng mga ganito, namamatay tapos wala din naman nagbabago sa pinaglalaban nila","['Sayang lang buhay ng mga ganito', 'namatay tapos wala din naman nagbabago sa pinaglalaban nila']"
haha masarap corned beef ipakain sarili na corned beef sa mga kumander haha,['haha masarap corned beef ipakain sarili na corned beef sa mga kumander haha']
"Emmanuel sure ka bang May napatay at naharass na ko? HAHAHAHA baka kayo po, kasi ganyan kayo mag isip sa kapwa","['Emmanuel sure ka bang May napatay at naharass na ko?', 'HAHAHA baka kayo po', 'kasi ganyan kayo mag isip sa kapwa']"
at least mamamatay na si dutae sa kulungan,['at least mamamatay na si dutae sa kulungan']
baka ikaw nasa balita naka Bulagta na langng di alam kung bakit 😁,['baka ikaw nasa balita naka Bulagta na langng di alam kung bakit 😁']
"JI ENDENCIA ma'am ang hina ng comprehension mo sa totoo lang 😂 ang sabi ko ""KAYO"" hindi ""ikaw"" lang. Yung mga ka grupo mo sa bundok at congress di'ba masaya sila pag may namamatay na civilian kasi isisisi sa AFP.","['JI ENDENCIA ma\'am ang hina ng comprehension mo sa totoo lang 😂 ang sabi ko ""KAYO"" hindi ""ikaw"" lang.', 'Yung mga ka grupo mo sa bundok at congress di\'ba masaya sila pag may namamatay na civilian kasi isisisi sa AFP.']"
"oo parang joke lang ni digong din na ""sana nauna ang mayor""","['oo parang joke lang ni digong din na ""sana nauna ang mayor""']"
Melvin pag mangmang automatic na kahit di npa,['Melvin pag mangmang automatic na kahit di npa']
"ka na ng AI, hindi ka pa nagtanong kung paano mag-isip ng tama.","['ka na ng AI', 'hindi ka pa nagtanong kung paano mag-isip ng tama.']"
"niyong mamundok tapos pag napatay iiyak ? HAHAHA.
mga gong2 wag kami.
Tuloy nyo pag oojt nyo sa bundok ng maubos kayong mga may biyak sa utak.
Shcolar ng bayan, tas bibigyan niyo lang din ng sakit ng ulo mga taong bayan.
Abay ibang kasaltikan na yan..","['niyong mamundok tapos pag napatay iiyak ?', 'HAHAHA.', 'mga gong2 wag kami.', 'Tuloy nyo pag oojt nyo sa bundok ng maubos kayong mga may biyak sa utak.', 'Shcolar ng bayan', 'tas bibigyan niyo lang din ng sakit ng ulo mga taong bayan.', 'Abay ibang kasaltikan na yan..']"
wala akong kinalaman dyan haha redirect your pagka dismaya somwhere else. ang tanong ko lang kung nakakatawa ba comment nya,"['wala akong kinalaman dyan haha redirect your pagka dismaya somwhere else.', 'ang tanong ko lang kung nakakatawa ba comment nya']"
"ko sayo yan dahil magkakapareho kayo ng sinusupportahan.
Wag ka magkunwari na sasabihin mo na wala ka kuno kinalaman.
Alam mo at alam ng lahat na kadalasan pingkilawan ang protector ng NPA, kaya pingkilawan din ang sinusuportahan ng NPA dahil pareho may binipesyo.

Ang mas mabuti sabihin mo sa iyong kasamahan, kung ayaw nila pagtawanan ng karamihan dahil sa baluktot nilang pinaniniwalaan, umalis na sila sa kilusan at bumalik na sa kanilang tahanan para mapag patuloy nila ang kanilang mga buhay na may kaginhawaan . . .","['ko sayo yan dahil magkakapareho kayo ng sinusupportahan.', 'Wag ka magkunwari na sasabihin mo na wala ka kuno kinalaman.', 'Alam mo at alam ng lahat na kadalasan pingkilawan ang protector ng NPA', 'kaya pingkilawan din ang sinusuportahan ng NPA dahil pareho may binipesyo.', 'Ang mas mabuti sabihin mo sa iyong kasamahan', 'kung ayaw nila pagtawanan ng karamihan dahil sa baluktot nilang pinaniniwalaan', 'umalis na sila sa kilusan at bumalik na sa kanilang tahanan para mapag patuloy nila ang kanilang mga buhay na may kaginhawaan . . .']"
"di ako npa o rebelde at naniniwala ako sa reporma na katulad ng gusto ni Rizal pero sobrang foul ng mga komento nyo tungkol sa taong ito. wala naman siguro tayong karapatan para husgahan yang tao nayan, unang una hindi nyo naman kilala yan at hindi nyo din alam ang pinag aralan nya, kung anong mga karanasan at nakita nya buong buhay nya. Pangalawa, maling mali na pumatay at isiping “nararapat” sa isang tao ang kamatayan dahil kung saatin ito sinabi o sa pamilya natin, hindi din natin magugustuhan yon. Maging maingat sa mga sinasabi.","['di ako npa o rebelde at naniniwala ako sa reporma na katulad ng gusto ni Rizal pero sobrang foul ng mga komento nyo tungkol sa taong ito.', 'wala naman siguro tayong karapatan para husgahan yang tao nayan', 'unang una hindi nyo naman kilala yan at hindi nyo din alam ang pinag aralan nya', 'kung anong mga karanasan at nakita nya buong buhay nya.', 'Pangalawa', 'maling mali na pumatay at isiping “nararapat” sa isang tao ang kamatayan dahil kung saatin ito sinabi o sa pamilya natin', 'hindi din natin magugustuhan yon.', 'Maging maingat sa mga sinasabi.']"
"umpisahan i-abolish ang partylist system, basura ang system na yan, pondo ng bayan ginagamit pang pondo sa mga sumisira sa kinabukasan ng mga kabataan.","['umpisahan i-abolish ang partylist system', 'basura ang system na yan', 'pondo ng bayan ginagamit pang pondo sa mga sumisira sa kinabukasan ng mga kabataan.']"
"No disrespect regarding sa mga namatay pero antatanga nyo nag communist kayo at nag rebelde,Nag clash kayo sa mga militar eh wala naman kayong ability to fight qng alam nyo lang ay mang brainwash ng ibang students to join","['No disrespect regarding sa mga namatay pero antatanga nyo nag communist kayo at nag rebelde', 'Nag clash kayo sa mga militar eh wala naman kayong ability to fight qng alam nyo lang ay mang brainwash ng ibang students to join']"
Red tagging pa ba tawag jan? Tuwing may encounter sa NPA puro taga UP Diliman at Kabataan Partylist yun nahuhuli or namamatay? Terrorista na yan eh 🤣,"['Red tagging pa ba tawag jan?', 'Tuwing may encounter sa NPA puro taga UP Diliman at Kabataan Partylist yun nahuhuli or namamatay?', 'Terrorista na yan eh 🤣']"
Ipasara na yan....gawing mandatory ang ROTC at magpasa ng batas upang lahat ng able bodied male Filipino.ay mag render ng service sa Armed Forces kahit 3 years ang aaayaw kasuhan..,"['Ipasara na yan....', 'gawing mandatory ang ROTC at magpasa ng batas upang lahat ng able bodied male Filipino.ay mag render ng service sa Armed Forces kahit 3 years ang aaayaw kasuhan..']"
"Ligaw na landas, kinabukasang nautas","['Ligaw na landas', 'kinabukasang nautas']"
"Isa sa mga solusyon is not to enroll your children sa UP's school or other universities na naghihimok ng kilusan against the gov't. Before mag college, pagsabihan ang mga bata at e aware sila...","['Isa sa mga solusyon is not to enroll your children sa UP\'s school or other universities na naghihimok ng kilusan against the gov\'t.', 'Before mag college', 'pagsabihan ang mga bata at e aware sila...']"
Me and my dirty mind... Huwag na lang...,"['Me and my dirty mind...', 'Huwag na lang...']"
"kung bulok ang UP eh di first thing to do umalis ka na ng bansa kasi korupt ang pinas di ba? 
ano kinalaman ng school sa pag hihikayat mag NPA? 

NASA PAGPAPALAKI nyo yan","['kung bulok ang UP eh di first thing to do umalis ka na ng bansa kasi korupt ang pinas di ba?', 'ano kinalaman ng school sa pag hihikayat mag NPA?', 'NASA PAGPAPALAKI nyo yan']"
"nasa kupal na ideology nio yan, tukmol","['nasa kupal na ideology nio yan', 'tukmol']"
Dela Peña BM na ano? mang manyak rin? fuck you bobo,"['Dela Peña BM na ano?', 'mang manyak rin?', 'fuck you bobo']"
pero sila? Okey lang pumatay ng sibilyan?,"['pero sila?', 'Okey lang pumatay ng sibilyan?']"
dapat buwagin na partylist na yan arestuhin mga tongressman na yan pati si raulo manuela pati si kulot,['dapat buwagin na partylist na yan arestuhin mga tongressman na yan pati si raulo manuela pati si kulot']
"Sayang ang buhay.
Pimaghirapan itaguyod ng magulang tapos mamamatay lang dahil sa nauto ng peer pressure at band wagoning.

Sayang yung scholarship na sana napakinabangan ng gustong makatapos.

Sayang yung talino, nawala ang common sense. Tsk tsk.","['Sayang ang buhay.', 'Pimaghirapan itaguyod ng magulang tapos mamamatay lang dahil sa nauto ng peer pressure at band wagoning.', 'Sayang yung scholarship na sana napakinabangan ng gustong makatapos.', 'Sayang yung talino', 'nawala ang common sense.', 'Tsk tsk.']"
"Pinag-aral ng parents, yung iba taga probinsya at yung parents nila work hard just to send them to a prestigious universities tapos e.rerecruit lng ng mga NPA..😔.. Yung iba nga hindi nga pinag buhatan ng kamay ng parents kahit lamok ayaw ng parents madapuan tapos mag aakyat lang ng bundok para mag NPA..","['Pinag-aral ng parents', 'yung iba taga probinsya at yung parents nila work hard just to send them to a prestigious universities tapos e'.'rerecruit lng ng mga NPA..😔.. '.'Yung iba nga hindi nga pinag buhatan ng kamay ng parents kahit lamok ayaw ng parents madapuan tapos mag aakyat lang ng bundok para mag NPA..']"
